No,Wisata,Kategori,Lokasi,Tarif,Rating,Experience
333,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,50000,4.4,Belanja
334,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0,Relaksasi
335,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,100000,4.0,Belanja
336,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,50000,4.0,Kuliner
337,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,15000,4.5,Relaksasi
338,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,15000,4.5,Adrenalin
339,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5,Piknik
340,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,25000,4.4,Relaksasi
341,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,100000,4.4,Adrenalin
342,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,15000,4.4,Hiking
343,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4,Edukasi
344,Jogja Exotarium,Taman Hiburan,Yogyakarta,50000,4.4,Adrenalin
345,Jogja Exotarium,Taman Hiburan,Yogyakarta,30000,4.4,Relaksasi
346,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Hiking
347,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,15000,4.7,Fotografi
348,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,100000,4.7,Camping
349,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6,Relaksasi
350,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6,Piknik
351,Bendung Lepen,Taman Hiburan,Yogyakarta,20000,4.6,Memancing
352,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
353,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,15000,4.5,Edukasi
354,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,100000,4.5,Hiking
355,Ledok Sambi,Cagar Alam,Yogyakarta,100000,4.6,Memancing
356,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6,Relaksasi
357,Ledok Sambi,Cagar Alam,Yogyakarta,20000,4.6,Hiking
358,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,20000,4.6,Hiking
359,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,30000,4.6,Fotografi
360,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,50000,4.6,Kuliner
361,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,Adrenalin
362,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6,Relaksasi
363,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Fotografi
364,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Relaksasi
365,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
366,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Fotografi
367,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,25000,4.5,Seni
368,Bentara Budaya Yogyakarta (BBY),Budaya,Yogyakarta,20000,4.5,Relaksasi
369,Goa Rancang Kencono,Cagar Alam,Yogyakarta,20000,4.3,Adrenalin
370,Goa Rancang Kencono,Cagar Alam,Yogyakarta,10000,4.3,Relaksasi
371,Goa Rancang Kencono,Cagar Alam,Yogyakarta,30000,4.3,Piknik
372,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Adrenalin
373,Goa Cerme,Cagar Alam,Yogyakarta,10000,4.4,Relaksasi
374,Goa Cerme,Cagar Alam,Yogyakarta,30000,4.4,Aktivitas Air
375,Goa Cerme,Cagar Alam,Yogyakarta,20000,4.4,Piknik
376,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Relaksasi
377,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Edukasi
378,Wisata Kraton Jogja,Budaya,Yogyakarta,50000,4.7,Kuliner
379,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,10000,4.4,Relaksasi
380,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Kuliner
381,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Hiking
382,Pantai Patihan,Bahari,Yogyakarta,10000,4.1,Relaksasi
383,Pantai Patihan,Bahari,Yogyakarta,100000,4.1,Aktivitas Air
384,Pantai Patihan,Bahari,Yogyakarta,60000,4.1,Kuliner
385,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Aktivitas Air
386,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Adrenalin
387,Pantai Kukup,Bahari,Yogyakarta,60000,4.0,Kuliner
388,Pantai Kukup,Bahari,Yogyakarta,10000,4.0,Relaksasi
389,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Aktivitas Air
390,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,10000,4.5,Relaksasi
391,Pantai Ngrawe (Mesra),Bahari,Yogyakarta,60000,4.5,Kuliner
392,Pantai Ngobaran,Bahari,Yogyakarta,10000,4.6,Aktivitas Air
393,Pantai Ngobaran,Bahari,Yogyakarta,10000,4.6,Relaksasi
394,Pantai Ngobaran,Bahari,Yogyakarta,60000,4.6,Kuliner
395,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5,Aktivitas Air
396,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5,Piknik
397,Pantai Pulang Sawal,Bahari,Yogyakarta,50000,4.5,Kuliner
398,Pantai Baron,Bahari,Yogyakarta,30000,4.4,Aktivitas Air
399,Pantai Baron,Bahari,Yogyakarta,10000,4.4,Relaksasi
400,Pantai Baron,Bahari,Yogyakarta,10000,4.4,Adrenalin
401,Pantai Baron,Bahari,Yogyakarta,50000,4.4,Kuliner
402,Pantai Pok Tunggal,Bahari,Yogyakarta,10000,4.5,Adrenalin
403,Pantai Pok Tunggal,Bahari,Yogyakarta,20000,4.5,Aktivitas Air
404,Pantai Pok Tunggal,Bahari,Yogyakarta,50000,4.5,Kuliner
405,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
406,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Hiking
407,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Fotografi
408,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,50000,4.4,Belanja
409,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,30000,4.4,Kuliner
410,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,10000,4.4,Relaksasi
411,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,800000,4.7,Adrenalin
412,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,15000,4.7,Relaksasi
413,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,10000,4.7,Hiking
414,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,20000,4.5,Edukasi
415,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,50000,4.5,Kuliner
416,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,30000,4.5,Bertani
417,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
418,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,15000,4.5,Relaksasi
419,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,20000,4.4,Fotografi
420,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,20000,4.4,Relaksasi
421,Green Village Gedangsari,Taman Hiburan,Yogyakarta,15000,4.2,Hiking
422,Green Village Gedangsari,Taman Hiburan,Yogyakarta,20000,4.2,Bertani
423,Green Village Gedangsari,Taman Hiburan,Yogyakarta,15000,4.2,Relaksasi
424,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,20000,4.5,Edukasi
425,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
426,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,20000,4.5,Hiking
427,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
428,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
429,Geoforest Watu Payung Turunan,Cagar Alam,Yogyakarta,30000,4.5,Camping
430,Pantai Timang,Bahari,Yogyakarta,50000,4.7,Adrenalin
431,Pantai Timang,Bahari,Yogyakarta,10000,4.7,Relaksasi
432,Pantai Timang,Bahari,Yogyakarta,10000,4.7,Aktivitas Air
433,Puncak Segoro,Cagar Alam,Yogyakarta,10000,4.2,Relaksasi
434,Puncak Segoro,Cagar Alam,Yogyakarta,20000,4.2,Hiking
435,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Edukasi
436,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Spiritualitas
437,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Relaksasi
438,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Edukasi
439,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Fotografi
440,Candi Ijo,Budaya,Yogyakarta,20000,4.6,Relaksasi
441,Pantai Indrayanti,Bahari,Yogyakarta,20000,4.5,Aktivitas Air
442,Pantai Indrayanti,Bahari,Yogyakarta,100000,4.5,Kuliner
443,Pantai Indrayanti,Bahari,Yogyakarta,20000,4.5,Relaksasi
444,Pantai Nglambor,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
445,Pantai Nglambor,Bahari,Yogyakarta,100000,4.4,Kuliner
446,Pantai Nglambor,Bahari,Yogyakarta,20000,4.4,Relaksasi
447,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,200000,4.5,Belanja
448,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,50000,4.5,Kuliner
449,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,20000,4.5,Relaksasi
450,Museum Ullen Sentalu,Budaya,Yogyakarta,50000,4.7,Edukasi
451,Museum Ullen Sentalu,Budaya,Yogyakarta,30000,4.7,Kuliner
452,Museum Gunung Merapi,Budaya,Yogyakarta,20000,4.4,Edukasi
453,Museum Gunung Merapi,Budaya,Yogyakarta,20000,4.4,Relaksasi
454,Pantai Parangtritis,Bahari,Yogyakarta,700000,4.5,Adrenalin
455,Pantai Parangtritis,Bahari,Yogyakarta,100000,4.5,Kuliner
456,Pantai Parangtritis,Bahari,Yogyakarta,20000,4.5,Hiking
457,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Adrenalin
458,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Aktivitas Air
459,Goa Pindul,Cagar Alam,Yogyakarta,20000,4.5,Relaksasi
460,Candi Ratu Boko,Budaya,Yogyakarta,40000,4.6,Relaksasi
461,Candi Ratu Boko,Budaya,Yogyakarta,40000,4.6,Edukasi
462,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,Relaksasi
463,Pantai Depok Jogja,Bahari,Yogyakarta,100000,4.3,Kuliner
464,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,Aktivitas Air
465,Pantai Sundak,Bahari,Yogyakarta,10000,4.5,Aktivitas Air
466,Pantai Sundak,Bahari,Yogyakarta,10000,4.5,Relaksasi
467,Pantai Sundak,Bahari,Yogyakarta,100000,4.5,Kuliner
468,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,20000,4.1,Edukasi
469,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,10000,4.1,Relaksasi
470,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,50000,4.1,Kuliner
471,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,100000,4.4,Aktivitas Air
472,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,50000,4.4,Relaksasi
473,Pantai Sepanjang,Bahari,Yogyakarta,15000,4.4,Relaksasi
474,Pantai Sepanjang,Bahari,Yogyakarta,100000,4.4,Aktivitas Air
475,Pantai Sepanjang,Bahari,Yogyakarta,50000,4.4,Kuliner
476,Pantai Krakal,Bahari,Yogyakarta,15000,4.5,Relaksasi
477,Pantai Krakal,Bahari,Yogyakarta,100000,4.5,Aktivitas Air
478,Pantai Krakal,Bahari,Yogyakarta,50000,4.5,Kuliner
479,Pantai Glagah,Bahari,Yogyakarta,15000,4.4,Relaksasi
480,Pantai Glagah,Bahari,Yogyakarta,15000,4.4,Aktivitas Air
481,Pantai Glagah,Bahari,Yogyakarta,50000,4.4,Kuliner
482,Pantai Siung,Bahari,Yogyakarta,15000,4.6,Relaksasi
483,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Adrenalin
484,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Camping
485,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Aktivitas Air
486,Pantai Sadranan,Bahari,Yogyakarta,100000,4.6,Camping
487,Pantai Sadranan,Bahari,Yogyakarta,15000,4.6,Relaksasi
488,Pantai Nguluran,Bahari,Yogyakarta,15000,4.1,Relaksasi
489,Pantai Nguluran,Bahari,Yogyakarta,100000,4.1,Aktivitas Air
490,Pantai Nguluran,Bahari,Yogyakarta,100000,4.1,Camping
491,Pantai Samas,Bahari,Yogyakarta,100000,4.0,Aktivitas Air
492,Pantai Samas,Bahari,Yogyakarta,100000,4.0,Camping
493,Pantai Samas,Bahari,Yogyakarta,50000,4.0,Kuliner
494,Pantai Drini,Bahari,Yogyakarta,100000,4.5,Aktivitas Air
495,Pantai Drini,Bahari,Yogyakarta,15000,4.5,Relaksasi
496,Pantai Drini,Bahari,Yogyakarta,50000,4.5,Kuliner
497,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,20000,4.4,Hiking
498,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,100000,4.4,Aktivitas Air
499,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,20000,4.4,Relaksasi
500,Candi Sewu,Budaya,Yogyakarta,10000,4.6,Edukasi
501,Candi Sewu,Budaya,Yogyakarta,20000,4.6,Relaksasi
502,Pantai Wediombo,Bahari,Yogyakarta,15000,4.5,Aktivitas Air
503,Pantai Wediombo,Bahari,Yogyakarta,15000,4.5,Relaksasi
504,Pantai Wediombo,Bahari,Yogyakarta,50000,4.5,Camping
505,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Aktivitas Air
506,Pantai Jogan,Bahari,Yogyakarta,15000,4.4,Relaksasi
507,Pantai Jogan,Bahari,Yogyakarta,50000,4.4,Kuliner
508,Pantai Ngrenehan,Bahari,Yogyakarta,15000,4.4,Relaksasi
509,Pantai Ngrenehan,Bahari,Yogyakarta,100000,4.4,Kuliner
510,Pantai Jungwok,Bahari,Yogyakarta,15000,4.6,Aktivitas Air
511,Pantai Jungwok,Bahari,Yogyakarta,15000,4.6,Relaksasi
512,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Hiking
513,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Camping
514,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Relaksasi
515,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5,Hiking
516,Pantai Sedahan,Bahari,Yogyakarta,10000,4.5,Camping
517,Pantai Sedahan,Bahari,Yogyakarta,0,4.5,Memancing
518,Pantai Watu Kodok,Bahari,Yogyakarta,15000,4.6,Camping
519,Pantai Watu Kodok,Bahari,Yogyakarta,10000,4.6,Relaksasi
520,Pantai Kesirat,Bahari,Yogyakarta,10000,4.6,Camping
521,Pantai Kesirat,Bahari,Yogyakarta,5000,4.6,Relaksasi
522,Pantai Ngandong,Bahari,Yogyakarta,50000,4.5,Aktivitas Air
523,Pantai Ngandong,Bahari,Yogyakarta,50000,4.5,Kuliner
524,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5,Relaksasi
525,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,40000,4.3,Adrenalin
526,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,50000,4.3,Kuliner
527,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,150000,4.3,Belanja
528,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,105000,4.4,Adrenalin
529,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,5000,4.4,Edukasi
530,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,100000,4.4,Belanja
531,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,35000,4.5,Bertani
532,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5,Edukasi
533,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,20000,4.5,Kuliner
534,Wisata Kaliurang,Cagar Alam,Yogyakarta,20000,4.4,Kuliner
535,Wisata Kaliurang,Cagar Alam,Yogyakarta,75000,4.4,Relaksasi
536,Heha Sky View,Taman Hiburan,Yogyakarta,20000,4.4,Relaksasi
537,Heha Sky View,Taman Hiburan,Yogyakarta,30000,4.4,Adrenalin
538,Heha Sky View,Taman Hiburan,Yogyakarta,200000,4.4,Kuliner
539,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6,Relaksasi
540,Taman Sungai Mudal,Cagar Alam,Yogyakarta,15000,4.6,Adrenalin
541,Taman Sungai Mudal,Cagar Alam,Yogyakarta,75000,4.6,Camping
542,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5,Relaksasi
543,Pantai Sanglen,Bahari,Yogyakarta,75000,4.5,Camping
544,Pantai Congot,Bahari,Yogyakarta,3000,4.3,Relaksasi
545,Pantai Congot,Bahari,Yogyakarta,3000,4.3,Edukasi
546,GunungTangkuban perahu,Cagar Alam,Bandung,25000,4.5,Aktivitas Air
547,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5,Relaksasi
548,Jalan Braga,Budaya,Bandung,80000,4.7,Kuliner
549,Jalan Braga,Budaya,Bandung,50000,4.7,Belanja
550,Jalan Braga,Budaya,Bandung,500000,4.7,Seni
551,Gedung Sate,Budaya,Bandung,20000,4.6,Edukasi
552,Gedung Sate,Budaya,Bandung,50000,4.6,Kuliner
553,Trans Studio Bandung,Taman Hiburan,Bandung,350000,4.5,Adrenalin
554,Trans Studio Bandung,Taman Hiburan,Bandung,100000,4.5,Kuliner
555,Trans Studio Bandung,Taman Hiburan,Bandung,1000000,4.5,Belanja
556,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,17000,4.5,Relaksasi
557,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,100000,4.5,Belanja
558,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,17000,4.5,Piknik
559,Farm House Susu Lembang,Taman Hiburan,Bandung,50000,4.4,Edukasi
560,Farm House Susu Lembang,Taman Hiburan,Bandung,100000,4.4,Belanja
561,Kebun Binatang Bandung,Cagar Alam,Bandung,40000,4.0,Relaksasi
562,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0,Adrenalin
563,Kebun Binatang Bandung,Cagar Alam,Bandung,100000,4.0,Belanja
564,Kawah Putih,Cagar Alam,Bandung,40000,4.5,Adrenalin
565,Kawah Putih,Cagar Alam,Bandung,40000,4.5,Hiking
566,Kawah Putih,Cagar Alam,Bandung,50000,4.5,Camping
567,Tebing Karaton,Cagar Alam,Bandung,25000,4.5,Relaksasi
568,Tebing Karaton,Cagar Alam,Bandung,50000,4.5,Camping
569,Tebing Karaton,Cagar Alam,Bandung,25000,4.5,Fotografi
570,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5,Adrenalin
571,Dusun Bambu,Taman Hiburan,Bandung,10000,4.5,Relaksasi
572,Museum Geologi Bandung,Budaya,Bandung,2000,4.6,Edukasi
573,Museum Geologi Bandung,Budaya,Bandung,0,4.6,Fotografi
574,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Edukasi
575,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6,Fotografi
576,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,Spiritualitas
577,Masjid Raya Bandung,Tempat Ibadah,Bandung,0,4.7,Relaksasi
578,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2,Adrenalin
579,Dago Dreampark,Taman Hiburan,Bandung,20000,4.2,Fotografi
580,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6,Adrenalin
581,Orchid Forest Cikole,Taman Hiburan,Bandung,25000,4.6,Fotografi
582,Orchid Forest Cikole,Taman Hiburan,Bandung,60000,4.6,Relaksasi
583,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4,Adrenalin
584,Kawasan Punclut,Taman Hiburan,Bandung,100000,4.4,Kuliner
585,Kawasan Punclut,Taman Hiburan,Bandung,10000,4.4,Fotografi
586,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
587,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6,Relaksasi
588,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,50000,4.6,Kuliner
589,Museum Sri Baduga,Budaya,Bandung,3000,4.5,Edukasi
590,Museum Sri Baduga,Budaya,Bandung,5000,4.5,Fotografi
591,Rabbit Town,Taman Hiburan,Bandung,45000,4.0,Adrenalin
592,Rabbit Town,Taman Hiburan,Bandung,25000,4.0,Fotografi
593,Rabbit Town,Taman Hiburan,Bandung,10000,4.0,Relaksasi
594,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4,Adrenalin
595,Stone Garden Citatah,Taman Hiburan,Bandung,10000,4.4,Relaksasi
596,The Great Asia Africa,Taman Hiburan,Bandung,50000,4.4,Adrenalin
597,The Great Asia Africa,Taman Hiburan,Bandung,60000,4.4,Edukasi
598,The Great Asia Africa,Taman Hiburan,Bandung,3000,4.4,Fotografi
599,Bukit Moko,Cagar Alam,Bandung,25000,4.5,Relaksasi
600,Bukit Moko,Cagar Alam,Bandung,50000,4.5,Camping
601,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6,Relaksasi
602,Gunung Papandayan,Cagar Alam,Bandung,100000,4.6,Camping
603,Amazing Art World,Budaya,Bandung,75000,4.5,Edukasi
604,Amazing Art World,Budaya,Bandung,50000,4.5,Fotografi
605,Gua Belanda,Cagar Alam,Bandung,15000,4.4,Relaksasi
606,Gua Belanda,Cagar Alam,Bandung,10000,4.4,Fotografi
607,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
608,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Relaksasi
609,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,75000,4.3,Adrenalin
610,Panghegar Waterboom Bandung,Taman Hiburan,Bandung,100000,4.3,Aktivitas Air
611,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5,Relaksasi
612,Gunung Manglayang,Cagar Alam,Bandung,50000,4.5,Camping
613,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5,Relaksasi
614,Lembang Park & Zoo,Cagar Alam,Bandung,75000,4.5,Edukasi
615,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4,Adrenalin
616,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,50000,4.4,Edukasi
617,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,Adrenalin
618,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4,Relaksasi
619,Curug Dago,Cagar Alam,Bandung,12000,4.0,Relaksasi
620,Curug Dago,Cagar Alam,Bandung,0,4.0,Fotografi
621,Kampung Korea Bandung,Budaya,Bandung,15000,4.1,Edukasi
622,Kampung Korea Bandung,Budaya,Bandung,5000,4.1,Relaksasi
623,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1,Adrenalin
624,Kampung Batu Malakasari,Taman Hiburan,Bandung,50000,4.1,Edukasi
625,Kampung Batu Malakasari,Taman Hiburan,Bandung,50000,4.1,Aktivitas Air
626,Jendela Alam,Taman Hiburan,Bandung,20000,4.4,Adrenalin
627,Jendela Alam,Taman Hiburan,Bandung,40000,4.4,Edukasi
628,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,Relaksasi
629,Curug Tilu Leuwi Opat,Cagar Alam,Bandung,10000,4.4,Fotografi
630,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4,Adrenalin
631,Kiara Artha Park,Taman Hiburan,Bandung,50000,4.4,Edukasi
632,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7,Adrenalin
633,NuArt Sculpture Park,Taman Hiburan,Bandung,35000,4.7,Seni
634,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0,Adrenalin
635,Upside Down World Bandung,Taman Hiburan,Bandung,30000,4.0,Fotografi
636,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,Adrenalin
637,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,100000,4.1,Aktivitas Air
638,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Adrenalin
639,Taman Lansia,Taman Hiburan,Bandung,0,4.4,Relaksasi
640,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8,Adrenalin
641,Kampoeng Tulip,Taman Hiburan,Bandung,10000,3.8,Fotografi
642,Kampoeng Tulip,Taman Hiburan,Bandung,5000,3.8,Relaksasi
643,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,25000,4.6,Adrenalin
644,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,10000,4.6,Seni
645,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3,Adrenalin
646,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3,Fotografi
647,Museum Barli,Budaya,Bandung,15000,4.4,Edukasi
648,Museum Barli,Budaya,Bandung,5000,4.4,Fotografi
649,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4,Relaksasi
650,Wisata Batu Kuda,Cagar Alam,Bandung,5000,4.4,Fotografi
651,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Edukasi
652,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Fotografi
653,Museum Gedung Sate,Budaya,Bandung,5000,4.6,Edukasi
654,Museum Gedung Sate,Budaya,Bandung,5000,4.6,Fotografi
655,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Edukasi
656,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Fotografi
657,Museum Pos Indonesia,Budaya,Bandung,0,4.5,Edukasi
658,Museum Pos Indonesia,Budaya,Bandung,0,4.5,Fotografi
659,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3,Relaksasi
660,Ciwangun Indah Camp Official,Cagar Alam,Bandung,50000,4.3,Camping
661,Wot Batu,Cagar Alam,Bandung,50000,4.7,Relaksasi
662,Wot Batu,Cagar Alam,Bandung,20000,4.7,Fotografi
663,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1,Relaksasi
664,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1,Fotografi
665,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,Spiritualitas
666,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,Edukasi
667,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4,Edukasi
668,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,10000,4.4,Fotografi
669,Caringin Tilu,Cagar Alam,Bandung,0,4.4,Relaksasi
670,Caringin Tilu,Cagar Alam,Bandung,0,4.4,Fotografi
